epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,655.845,0.95015,0.55071,1.21184,0.95668,0.90138,0.95119,0.65026,1.16129,0.56951,1.4733,0.0007328,0.0007328,0.0007328
66,665.989,0.93714,0.55503,1.2151,0.95597,0.88611,0.94226,0.63275,1.18844,0.58481,1.49751,0.000713,0.000713,0.000713
67,676.016,0.92597,0.5549,1.20575,0.94856,0.87812,0.93178,0.61946,1.22697,0.60557,1.52055,0.0006932,0.0006932,0.0006932
68,686.066,0.91775,0.53601,1.19562,0.95718,0.88435,0.93584,0.63718,1.18767,0.57206,1.48804,0.0006734,0.0006734,0.0006734
69,696.133,0.91991,0.53836,1.19872,0.96635,0.87755,0.94725,0.64915,1.18511,0.57156,1.46123,0.0006536,0.0006536,0.0006536
70,706.183,0.92086,0.54223,1.20066,0.96331,0.89456,0.94072,0.6289,1.20846,0.56223,1.49025,0.0006338,0.0006338,0.0006338
71,716.211,0.93048,0.5504,1.21557,0.95899,0.87498,0.93922,0.6336,1.185,0.58293,1.48539,0.000614,0.000614,0.000614
72,726.279,0.91227,0.53193,1.19395,0.94584,0.89098,0.93327,0.63519,1.20457,0.56963,1.50406,0.0005942,0.0005942,0.0005942
73,736.295,0.89357,0.52707,1.18773,0.91043,0.93351,0.94861,0.64247,1.17932,0.5622,1.48511,0.0005744,0.0005744,0.0005744
74,746.347,0.88689,0.52435,1.18728,0.94247,0.89796,0.93883,0.63039,1.21386,0.56691,1.52423,0.0005546,0.0005546,0.0005546
75,756.371,0.88293,0.51988,1.17849,0.95148,0.91837,0.95514,0.64347,1.19935,0.55021,1.50139,0.0005348,0.0005348,0.0005348
76,766.347,0.86417,0.50805,1.17003,0.93642,0.90178,0.9392,0.64328,1.18848,0.54539,1.49809,0.000515,0.000515,0.000515
77,776.437,0.87114,0.51531,1.17831,0.94611,0.90816,0.94598,0.64618,1.163,0.55291,1.47934,0.0004952,0.0004952,0.0004952
78,786.474,0.86981,0.50699,1.17833,0.96336,0.89431,0.94153,0.63759,1.16725,0.56528,1.47424,0.0004754,0.0004754,0.0004754
79,796.525,0.84078,0.4898,1.1595,0.95666,0.90097,0.93686,0.62931,1.19543,0.57053,1.50276,0.0004556,0.0004556,0.0004556
80,806.478,0.84171,0.4943,1.16149,0.95154,0.90816,0.94585,0.63211,1.19268,0.54984,1.50669,0.0004358,0.0004358,0.0004358
81,816.451,0.84802,0.49676,1.17675,0.90826,0.90816,0.9317,0.62786,1.22413,0.56329,1.5415,0.000416,0.000416,0.000416
82,826.498,0.83876,0.49941,1.1593,0.92582,0.89143,0.92713,0.62248,1.21494,0.56966,1.54052,0.0003962,0.0003962,0.0003962
83,836.523,0.8413,0.47678,1.15819,0.93917,0.89275,0.933,0.63476,1.1998,0.56776,1.51207,0.0003764,0.0003764,0.0003764
84,846.441,0.84752,0.4852,1.1605,0.94565,0.88772,0.93726,0.63449,1.18021,0.56849,1.50527,0.0003566,0.0003566,0.0003566
85,856.513,0.81784,0.47921,1.1541,0.96442,0.88776,0.93713,0.63108,1.20482,0.5682,1.52555,0.0003368,0.0003368,0.0003368
86,866.582,0.81611,0.48534,1.15051,0.94493,0.91156,0.93949,0.63427,1.20146,0.55371,1.52962,0.000317,0.000317,0.000317
87,876.651,0.82969,0.47505,1.15404,0.95954,0.90476,0.93449,0.62507,1.2187,0.57433,1.53851,0.0002972,0.0002972,0.0002972
88,886.659,0.81183,0.46088,1.1341,0.9277,0.90136,0.93724,0.64734,1.1787,0.55608,1.49989,0.0002774,0.0002774,0.0002774
89,896.714,0.82194,0.48016,1.14942,0.93069,0.88776,0.9335,0.64153,1.16888,0.55876,1.48084,0.0002576,0.0002576,0.0002576
90,906.72,0.80444,0.45652,1.13579,0.95276,0.89181,0.93721,0.63657,1.17767,0.55603,1.50323,0.0002378,0.0002378,0.0002378
91,917.651,0.67589,0.37049,1.10178,0.94511,0.87842,0.93078,0.6251,1.20524,0.54953,1.53993,0.000218,0.000218,0.000218
92,927.663,0.66254,0.34322,1.10164,0.93647,0.90243,0.92991,0.63029,1.20217,0.54951,1.52118,0.0001982,0.0001982,0.0001982
93,937.66,0.65821,0.33872,1.08999,0.94044,0.88095,0.92872,0.63685,1.19774,0.55909,1.51323,0.0001784,0.0001784,0.0001784
94,947.613,0.63059,0.3266,1.07013,0.94538,0.89456,0.92835,0.62947,1.19613,0.5601,1.53828,0.0001586,0.0001586,0.0001586
95,957.446,0.63838,0.32645,1.07407,0.94545,0.88435,0.92913,0.64345,1.17563,0.56045,1.51401,0.0001388,0.0001388,0.0001388
96,967.413,0.63911,0.32615,1.07842,0.93307,0.90099,0.93007,0.63723,1.16384,0.54524,1.51191,0.000119,0.000119,0.000119
97,977.412,0.61947,0.32164,1.06873,0.9603,0.89116,0.93378,0.64109,1.15569,0.53606,1.50413,9.92e-05,9.92e-05,9.92e-05
98,987.245,0.60377,0.31699,1.05447,0.95907,0.88435,0.93034,0.63637,1.16859,0.53846,1.51649,7.94e-05,7.94e-05,7.94e-05
99,997.268,0.60808,0.31556,1.06547,0.96283,0.88095,0.93275,0.64098,1.16327,0.53981,1.51016,5.96e-05,5.96e-05,5.96e-05
100,1007.18,0.60361,0.30782,1.05727,0.96074,0.88435,0.9294,0.6387,1.16772,0.54031,1.51525,3.98e-05,3.98e-05,3.98e-05
