epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,234.523,1.20718,0.84801,1.38787,0.89384,0.90216,0.92994,0.55418,1.33555,0.81252,1.62523,0.0015644,0.0015644,0.0015644
24,244.667,1.17464,0.83987,1.38411,0.95145,0.9099,0.96442,0.59755,1.22609,0.71238,1.56918,0.0015446,0.0015446,0.0015446
25,254.75,1.2081,0.83608,1.38986,0.92983,0.90714,0.95538,0.57735,1.30349,0.77838,1.65557,0.0015248,0.0015248,0.0015248
26,264.854,1.16112,0.82908,1.36344,0.90098,0.90986,0.93052,0.58756,1.25348,0.72677,1.5892,0.001505,0.001505,0.001505
27,274.898,1.18811,0.86946,1.38798,0.95549,0.90714,0.9623,0.5867,1.27696,0.7008,1.58267,0.0014852,0.0014852,0.0014852
28,285.053,1.15033,0.79979,1.35249,0.94232,0.93362,0.97425,0.63917,1.1788,0.64179,1.49495,0.0014654,0.0014654,0.0014654
29,295.295,1.15578,0.80561,1.34655,0.89362,0.93003,0.96532,0.61735,1.23866,0.66465,1.6034,0.0014456,0.0014456,0.0014456
30,305.357,1.16307,0.80409,1.36002,0.95761,0.92857,0.9755,0.63051,1.16207,0.67005,1.48559,0.0014258,0.0014258,0.0014258
31,315.481,1.13813,0.7833,1.33593,0.97899,0.91786,0.9688,0.63271,1.18112,0.61434,1.52168,0.001406,0.001406,0.001406
32,325.529,1.15628,0.76586,1.34319,0.93873,0.93022,0.972,0.63793,1.17451,0.64625,1.50791,0.0013862,0.0013862,0.0013862
33,335.669,1.15002,0.75677,1.33544,0.95847,0.90669,0.96241,0.60761,1.24955,0.64858,1.53435,0.0013664,0.0013664,0.0013664
34,345.814,1.12906,0.77121,1.34557,0.94312,0.925,0.96611,0.61517,1.27157,0.65235,1.57337,0.0013466,0.0013466,0.0013466
35,355.92,1.13401,0.74981,1.32595,0.96634,0.91786,0.97315,0.61043,1.2874,0.64832,1.60134,0.0013268,0.0013268,0.0013268
36,366.014,1.10856,0.76117,1.3199,0.95181,0.9,0.95447,0.6064,1.24079,0.68067,1.55652,0.001307,0.001307,0.001307
37,376.229,1.09578,0.7283,1.31077,0.9629,0.93571,0.9707,0.62966,1.23299,0.60796,1.52832,0.0012872,0.0012872,0.0012872
38,386.402,1.093,0.72685,1.30567,0.94036,0.95723,0.96744,0.63762,1.18807,0.62056,1.49915,0.0012674,0.0012674,0.0012674
39,396.48,1.09951,0.72177,1.31515,0.93424,0.92857,0.96914,0.62233,1.19504,0.62057,1.5487,0.0012476,0.0012476,0.0012476
40,406.641,1.07818,0.70534,1.30389,0.96195,0.93571,0.96875,0.62639,1.21098,0.61082,1.53587,0.0012278,0.0012278,0.0012278
41,416.807,1.09723,0.69904,1.31193,0.94383,0.96786,0.9771,0.63755,1.20551,0.6164,1.49258,0.001208,0.001208,0.001208
42,426.774,1.09364,0.70203,1.29702,0.95956,0.94286,0.97291,0.64708,1.18936,0.59374,1.4994,0.0011882,0.0011882,0.0011882
43,436.955,1.05012,0.64963,1.27846,0.93843,0.94643,0.96776,0.64867,1.16271,0.59235,1.50811,0.0011684,0.0011684,0.0011684
44,447.219,1.07168,0.68992,1.28156,0.91473,0.93571,0.96389,0.64291,1.16798,0.59276,1.48071,0.0011486,0.0011486,0.0011486
45,457.267,1.0642,0.6882,1.28863,0.94194,0.96071,0.96215,0.63355,1.19502,0.57399,1.51888,0.0011288,0.0011288,0.0011288
46,467.372,1.04874,0.66584,1.28379,0.95707,0.94286,0.96217,0.62563,1.18561,0.60201,1.54119,0.001109,0.001109,0.001109
47,477.581,1.04842,0.64909,1.26865,0.94771,0.92143,0.96935,0.64759,1.17798,0.59337,1.50875,0.0010892,0.0010892,0.0010892
48,487.656,1.06247,0.66557,1.28118,0.96053,0.93571,0.97622,0.65592,1.17101,0.57193,1.5087,0.0010694,0.0010694,0.0010694
49,497.879,1.0353,0.64762,1.26907,0.97413,0.9413,0.97939,0.66995,1.12697,0.52277,1.45566,0.0010496,0.0010496,0.0010496
50,508.063,1.02094,0.64223,1.25728,0.97076,0.94866,0.9743,0.65465,1.17938,0.53596,1.50863,0.0010298,0.0010298,0.0010298
51,518.18,1.01309,0.64238,1.26471,0.93784,0.96991,0.97352,0.63921,1.1521,0.54388,1.47421,0.00101,0.00101,0.00101
52,528.317,1.02068,0.63822,1.26307,0.97004,0.94286,0.97576,0.6777,1.10341,0.52695,1.45045,0.0009902,0.0009902,0.0009902
53,538.519,0.97921,0.61866,1.24609,0.97762,0.93586,0.97886,0.66971,1.12744,0.53332,1.47602,0.0009704,0.0009704,0.0009704
54,548.654,0.99594,0.61931,1.24604,0.94345,0.95341,0.97156,0.65807,1.13342,0.55317,1.48099,0.0009506,0.0009506,0.0009506
55,558.819,0.99113,0.61617,1.24253,0.94795,0.96071,0.97043,0.65507,1.13807,0.57295,1.49247,0.0009308,0.0009308,0.0009308
56,568.938,0.98969,0.62757,1.24028,0.95905,0.97143,0.97723,0.65088,1.16963,0.5341,1.47956,0.000911,0.000911,0.000911
57,579.057,0.96307,0.59438,1.22411,0.94762,0.95357,0.97392,0.65508,1.16479,0.55903,1.51065,0.0008912,0.0008912,0.0008912
58,589.176,0.97793,0.59742,1.23844,0.96926,0.93571,0.96976,0.63802,1.24663,0.53162,1.59977,0.0008714,0.0008714,0.0008714
59,599.274,0.99824,0.59929,1.23746,0.96592,0.95357,0.98105,0.67096,1.11666,0.50003,1.45333,0.0008516,0.0008516,0.0008516
60,609.377,0.95466,0.6004,1.22432,0.96384,0.95205,0.97369,0.65666,1.15841,0.51889,1.52156,0.0008318,0.0008318,0.0008318
61,619.466,0.94973,0.58315,1.2146,0.97672,0.96429,0.98089,0.67315,1.13434,0.49733,1.47481,0.000812,0.000812,0.000812
62,629.537,0.96341,0.59019,1.22185,0.94651,0.94798,0.97541,0.66171,1.13264,0.52384,1.46072,0.0007922,0.0007922,0.0007922
63,639.559,0.93429,0.57075,1.20732,0.94737,0.96434,0.9785,0.66079,1.13778,0.50279,1.4941,0.0007724,0.0007724,0.0007724
64,649.808,0.93432,0.56428,1.209,0.94719,0.95714,0.97858,0.66189,1.1279,0.51491,1.4837,0.0007526,0.0007526,0.0007526
65,659.84,0.92721,0.57219,1.20375,0.96343,0.95357,0.98122,0.6805,1.14301,0.51357,1.48302,0.0007328,0.0007328,0.0007328
66,670.06,0.93771,0.56891,1.21819,0.98161,0.95337,0.98346,0.67632,1.12684,0.50143,1.46786,0.000713,0.000713,0.000713
67,680.103,0.9286,0.5735,1.21168,0.96501,0.98486,0.9895,0.6909,1.10753,0.47946,1.42905,0.0006932,0.0006932,0.0006932
68,690.394,0.92601,0.57136,1.2084,0.98881,0.94715,0.98485,0.67298,1.14236,0.49842,1.45338,0.0006734,0.0006734,0.0006734
69,700.518,0.91384,0.54738,1.19172,0.96853,0.95,0.98006,0.67717,1.11751,0.50411,1.47322,0.0006536,0.0006536,0.0006536
70,710.626,0.9106,0.54666,1.19571,0.96006,0.94432,0.97414,0.66458,1.13299,0.49736,1.47903,0.0006338,0.0006338,0.0006338
71,720.723,0.90234,0.55233,1.19277,0.98158,0.95357,0.97977,0.67417,1.13615,0.49773,1.48994,0.000614,0.000614,0.000614
72,730.69,0.89788,0.54044,1.1803,0.95367,0.95567,0.98087,0.67113,1.1413,0.51126,1.49693,0.0005942,0.0005942,0.0005942
73,740.757,0.87485,0.52857,1.1765,0.97803,0.95388,0.99055,0.66918,1.15603,0.50392,1.51087,0.0005744,0.0005744,0.0005744
74,750.961,0.89947,0.55174,1.18683,0.96907,0.96786,0.98234,0.67459,1.14674,0.49511,1.49326,0.0005546,0.0005546,0.0005546
75,761.106,0.8846,0.52686,1.17071,0.9709,0.96071,0.97881,0.68242,1.12032,0.48618,1.47402,0.0005348,0.0005348,0.0005348
76,771.189,0.87338,0.52719,1.17687,0.97155,0.97857,0.98294,0.69193,1.09831,0.46897,1.45446,0.000515,0.000515,0.000515
77,781.416,0.86217,0.53336,1.17044,0.96042,0.95325,0.97928,0.67296,1.12619,0.51009,1.47757,0.0004952,0.0004952,0.0004952
78,791.513,0.881,0.5321,1.17608,0.93792,0.975,0.98043,0.67814,1.1456,0.50267,1.48655,0.0004754,0.0004754,0.0004754
79,801.564,0.84765,0.50526,1.15022,0.964,0.96429,0.98159,0.67968,1.11369,0.48987,1.4473,0.0004556,0.0004556,0.0004556
80,811.602,0.84165,0.50644,1.16021,0.95327,0.96786,0.98231,0.67965,1.14774,0.48068,1.48592,0.0004358,0.0004358,0.0004358
81,821.705,0.8572,0.51015,1.16923,0.95338,0.96071,0.98103,0.68376,1.12505,0.47935,1.45966,0.000416,0.000416,0.000416
82,831.791,0.83404,0.49377,1.15549,0.9643,0.9647,0.98016,0.67376,1.15047,0.4925,1.503,0.0003962,0.0003962,0.0003962
83,841.88,0.83565,0.49534,1.15765,0.98504,0.96429,0.98347,0.68986,1.11727,0.47224,1.481,0.0003764,0.0003764,0.0003764
84,851.935,0.85059,0.49721,1.15537,0.96942,0.95,0.98326,0.68092,1.1516,0.48698,1.50157,0.0003566,0.0003566,0.0003566
85,862.005,0.82268,0.49534,1.16374,0.97399,0.96071,0.98277,0.67219,1.13438,0.47412,1.47338,0.0003368,0.0003368,0.0003368
86,872.196,0.81526,0.49092,1.15501,0.97824,0.96353,0.98504,0.67785,1.15305,0.47519,1.51149,0.000317,0.000317,0.000317
87,882.211,0.82552,0.48329,1.1518,0.95101,0.97072,0.98342,0.6831,1.13547,0.47827,1.49767,0.0002972,0.0002972,0.0002972
88,892.256,0.80471,0.47511,1.12817,0.96231,0.96429,0.98049,0.67801,1.11994,0.48702,1.47954,0.0002774,0.0002774,0.0002774
89,902.317,0.81059,0.48929,1.13796,0.9557,0.95714,0.97145,0.68206,1.13434,0.4891,1.49838,0.0002576,0.0002576,0.0002576
90,912.323,0.79346,0.4682,1.12581,0.97105,0.95357,0.97834,0.68459,1.13029,0.48451,1.49873,0.0002378,0.0002378,0.0002378
91,923.247,0.69069,0.38097,1.10911,0.96073,0.96118,0.98035,0.66877,1.14277,0.47327,1.52299,0.000218,0.000218,0.000218
92,933.37,0.65493,0.35226,1.0837,0.96675,0.96071,0.98025,0.6775,1.12087,0.47576,1.48716,0.0001982,0.0001982,0.0001982
93,943.378,0.65008,0.35303,1.07045,0.95734,0.96182,0.97874,0.6814,1.10499,0.47366,1.47156,0.0001784,0.0001784,0.0001784
94,953.405,0.63954,0.34467,1.07337,0.9784,0.95357,0.98131,0.68913,1.09635,0.46605,1.46034,0.0001586,0.0001586,0.0001586
95,963.361,0.633,0.33606,1.06956,0.97264,0.96786,0.98216,0.69412,1.11425,0.46803,1.47386,0.0001388,0.0001388,0.0001388
96,973.49,0.61508,0.32656,1.06054,0.97715,0.95,0.98112,0.69138,1.11383,0.46819,1.4918,0.000119,0.000119,0.000119
97,983.452,0.61444,0.32968,1.04705,0.97461,0.95952,0.98173,0.69407,1.1048,0.4667,1.48057,9.92e-05,9.92e-05,9.92e-05
98,993.438,0.60886,0.32179,1.0602,0.98144,0.96429,0.98379,0.69226,1.10924,0.46156,1.48223,7.94e-05,7.94e-05,7.94e-05
99,1003.49,0.60624,0.32065,1.04757,0.97756,0.95714,0.982,0.69352,1.11144,0.46521,1.48325,5.96e-05,5.96e-05,5.96e-05
100,1013.38,0.60947,0.32162,1.05025,0.97848,0.94643,0.98024,0.69006,1.11627,0.46961,1.49622,3.98e-05,3.98e-05,3.98e-05
