epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,284.814,1.18032,0.82214,1.37178,0.94396,0.93891,0.96976,0.63093,1.2548,0.62276,1.53705,0.0014654,0.0014654,0.0014654
29,294.931,1.18525,0.82187,1.37116,0.93415,0.9303,0.96051,0.62706,1.20967,0.65982,1.4923,0.0014456,0.0014456,0.0014456
30,305.009,1.15613,0.80469,1.34732,0.91373,0.93115,0.97002,0.62995,1.18951,0.65105,1.49708,0.0014258,0.0014258,0.0014258
31,315.086,1.15601,0.79563,1.36627,0.94526,0.90164,0.96146,0.61736,1.27084,0.62877,1.58914,0.001406,0.001406,0.001406
32,325.255,1.15406,0.77104,1.35076,0.96098,0.94098,0.97644,0.64353,1.15702,0.58269,1.45721,0.0013862,0.0013862,0.0013862
33,335.364,1.15155,0.75555,1.33827,0.94053,0.93329,0.96266,0.64579,1.14797,0.6327,1.45032,0.0013664,0.0013664,0.0013664
34,345.429,1.135,0.74167,1.34553,0.92588,0.9377,0.96601,0.6546,1.13691,0.58949,1.43854,0.0013466,0.0013466,0.0013466
35,355.62,1.13445,0.7507,1.34409,0.95088,0.90164,0.96429,0.62939,1.19258,0.62871,1.49279,0.0013268,0.0013268,0.0013268
36,365.637,1.13579,0.72285,1.32665,0.9578,0.94426,0.97507,0.66331,1.14686,0.56701,1.44997,0.001307,0.001307,0.001307
37,375.776,1.101,0.72232,1.31192,0.95948,0.94754,0.97232,0.64453,1.17472,0.58416,1.47854,0.0012872,0.0012872,0.0012872
38,385.939,1.11662,0.72033,1.32039,0.95622,0.92459,0.96227,0.64185,1.13563,0.59658,1.44031,0.0012674,0.0012674,0.0012674
39,395.971,1.09978,0.72375,1.31202,0.98282,0.9376,0.97811,0.67672,1.10586,0.56146,1.41835,0.0012476,0.0012476,0.0012476
40,406.179,1.1076,0.72349,1.32282,0.94727,0.94241,0.97396,0.64471,1.15216,0.58387,1.44917,0.0012278,0.0012278,0.0012278
41,416.298,1.08837,0.69967,1.30683,0.96116,0.90492,0.95878,0.63891,1.18271,0.60641,1.49318,0.001208,0.001208,0.001208
42,426.324,1.11898,0.70521,1.32112,0.95944,0.93075,0.97179,0.64276,1.15599,0.60152,1.47189,0.0011882,0.0011882,0.0011882
43,436.456,1.08814,0.70659,1.30531,0.97594,0.93078,0.96965,0.6745,1.08938,0.54916,1.40506,0.0011684,0.0011684,0.0011684
44,446.529,1.05732,0.67658,1.28131,0.96684,0.9541,0.97949,0.67995,1.12805,0.53843,1.43979,0.0011486,0.0011486,0.0011486
45,456.742,1.05553,0.67002,1.29603,0.9606,0.94426,0.97033,0.64533,1.14854,0.5398,1.45743,0.0011288,0.0011288,0.0011288
46,466.829,1.06909,0.68403,1.28549,0.93569,0.95405,0.9642,0.65628,1.13219,0.54814,1.41671,0.001109,0.001109,0.001109
47,476.935,1.03398,0.66313,1.2845,0.92863,0.9541,0.96173,0.67092,1.11159,0.57716,1.43446,0.0010892,0.0010892,0.0010892
48,487.009,1.05391,0.65301,1.28346,0.96628,0.93948,0.98133,0.66824,1.14144,0.53657,1.45647,0.0010694,0.0010694,0.0010694
49,497.125,1.03644,0.65111,1.26973,0.94511,0.94098,0.9669,0.67394,1.09621,0.55716,1.41682,0.0010496,0.0010496,0.0010496
50,507.18,1.03668,0.65715,1.27036,0.96092,0.94754,0.97292,0.66912,1.11481,0.55549,1.43457,0.0010298,0.0010298,0.0010298
51,517.288,1.03049,0.64413,1.27849,0.95666,0.93115,0.96702,0.6631,1.11363,0.54856,1.44472,0.00101,0.00101,0.00101
52,527.389,1.02264,0.63981,1.2568,0.95142,0.94098,0.96907,0.65987,1.13656,0.54788,1.46318,0.0009902,0.0009902,0.0009902
53,537.493,1.02286,0.63355,1.2638,0.96285,0.93465,0.97453,0.6832,1.08839,0.52316,1.40948,0.0009704,0.0009704,0.0009704
54,547.589,1.00195,0.62475,1.24941,0.94723,0.96393,0.97256,0.69342,1.07029,0.52148,1.39629,0.0009506,0.0009506,0.0009506
55,557.779,0.99177,0.60873,1.2522,0.96349,0.95169,0.9756,0.68225,1.07452,0.52208,1.40591,0.0009308,0.0009308,0.0009308
56,567.756,1.02427,0.61085,1.25836,0.95256,0.94426,0.96908,0.65687,1.16425,0.52367,1.46545,0.000911,0.000911,0.000911
57,577.739,0.99666,0.60532,1.24034,0.96188,0.94426,0.97834,0.69337,1.07987,0.50668,1.3974,0.0008912,0.0008912,0.0008912
58,587.795,0.99459,0.6074,1.24189,0.95547,0.95082,0.97246,0.68342,1.09166,0.50734,1.41506,0.0008714,0.0008714,0.0008714
59,597.988,0.97957,0.59119,1.23313,0.95383,0.94826,0.97589,0.68932,1.08876,0.51883,1.40934,0.0008516,0.0008516,0.0008516
60,608.12,0.99855,0.59921,1.24248,0.96963,0.94218,0.97328,0.6847,1.10173,0.53001,1.41033,0.0008318,0.0008318,0.0008318
61,618.284,0.97721,0.58873,1.23045,0.95847,0.95082,0.97393,0.69093,1.07682,0.51026,1.38994,0.000812,0.000812,0.000812
62,628.398,0.9537,0.58772,1.22749,0.95762,0.96321,0.9752,0.69296,1.07665,0.5027,1.37564,0.0007922,0.0007922,0.0007922
63,638.464,0.97849,0.59688,1.24226,0.9697,0.94429,0.9773,0.69735,1.06551,0.50412,1.40651,0.0007724,0.0007724,0.0007724
64,648.538,0.95583,0.57296,1.22241,0.97612,0.95082,0.97312,0.69806,1.06777,0.50034,1.38405,0.0007526,0.0007526,0.0007526
65,658.746,0.94706,0.55853,1.21392,0.94423,0.96066,0.97564,0.69216,1.0583,0.49634,1.38372,0.0007328,0.0007328,0.0007328
66,668.737,0.93759,0.56728,1.2196,0.96875,0.94098,0.97466,0.67923,1.08303,0.49835,1.39466,0.000713,0.000713,0.000713
67,678.705,0.93827,0.56402,1.20681,0.94251,0.96393,0.97723,0.68751,1.08466,0.49489,1.40183,0.0006932,0.0006932,0.0006932
68,688.85,0.92085,0.56334,1.20576,0.96575,0.9377,0.9753,0.68526,1.0862,0.5149,1.40987,0.0006734,0.0006734,0.0006734
69,698.98,0.92525,0.56292,1.19705,0.95106,0.9557,0.97612,0.69401,1.06622,0.49789,1.38666,0.0006536,0.0006536,0.0006536
70,708.954,0.91944,0.54974,1.2123,0.97323,0.9535,0.97496,0.69252,1.07842,0.49822,1.39194,0.0006338,0.0006338,0.0006338
71,719.065,0.91715,0.54459,1.20145,0.97547,0.92787,0.98179,0.69116,1.08326,0.49517,1.41988,0.000614,0.000614,0.000614
72,729.175,0.93416,0.56203,1.2143,0.96134,0.9541,0.97872,0.6948,1.08625,0.49241,1.41612,0.0005942,0.0005942,0.0005942
73,739.176,0.90755,0.54176,1.19964,0.95105,0.95563,0.97307,0.68293,1.09007,0.50385,1.41358,0.0005744,0.0005744,0.0005744
74,749.243,0.89356,0.54013,1.19673,0.9603,0.95163,0.98409,0.69477,1.08891,0.48449,1.42659,0.0005546,0.0005546,0.0005546
75,759.44,0.88416,0.52107,1.1806,0.96028,0.9513,0.97728,0.6884,1.08037,0.48907,1.41001,0.0005348,0.0005348,0.0005348
76,769.452,0.87855,0.51712,1.18334,0.97159,0.95738,0.97855,0.69518,1.08308,0.48079,1.3965,0.000515,0.000515,0.000515
77,779.576,0.87896,0.52188,1.17606,0.95114,0.96393,0.98041,0.69668,1.08193,0.47327,1.40349,0.0004952,0.0004952,0.0004952
78,789.663,0.86797,0.51107,1.17274,0.96834,0.95738,0.9845,0.69898,1.08956,0.4947,1.4253,0.0004754,0.0004754,0.0004754
79,799.827,0.87044,0.51315,1.16722,0.96565,0.95082,0.97776,0.71343,1.03124,0.48317,1.3598,0.0004556,0.0004556,0.0004556
80,810.026,0.85213,0.50235,1.16216,0.96925,0.94754,0.97602,0.69713,1.07313,0.49239,1.39826,0.0004358,0.0004358,0.0004358
81,820.102,0.88342,0.51232,1.18275,0.96965,0.96066,0.97946,0.70902,1.05934,0.47873,1.39581,0.000416,0.000416,0.000416
82,830.224,0.84175,0.49621,1.16016,0.95997,0.94754,0.97342,0.69609,1.06918,0.48507,1.4086,0.0003962,0.0003962,0.0003962
83,840.325,0.84452,0.49848,1.15812,0.95478,0.96923,0.9797,0.69426,1.10369,0.49742,1.44582,0.0003764,0.0003764,0.0003764
84,850.352,0.85118,0.49675,1.15645,0.96945,0.96066,0.97834,0.69932,1.06629,0.48273,1.42076,0.0003566,0.0003566,0.0003566
85,860.449,0.83048,0.49067,1.15733,0.9655,0.96066,0.97977,0.70351,1.08925,0.48616,1.42858,0.0003368,0.0003368,0.0003368
86,870.626,0.83668,0.48765,1.16206,0.98309,0.9541,0.97968,0.70011,1.08216,0.48022,1.42063,0.000317,0.000317,0.000317
87,880.782,0.83689,0.48377,1.15981,0.98267,0.96066,0.98126,0.69853,1.0852,0.48137,1.41401,0.0002972,0.0002972,0.0002972
88,890.823,0.8144,0.47986,1.12824,0.97893,0.95738,0.97895,0.71015,1.07048,0.47326,1.39582,0.0002774,0.0002774,0.0002774
89,900.911,0.82694,0.47199,1.15201,0.97335,0.95797,0.97423,0.70248,1.06169,0.4594,1.39502,0.0002576,0.0002576,0.0002576
90,911.011,0.82197,0.48503,1.13904,0.97021,0.9541,0.97947,0.69884,1.08539,0.47298,1.41316,0.0002378,0.0002378,0.0002378
91,922.03,0.68151,0.37752,1.10734,0.9745,0.95082,0.97659,0.68443,1.09528,0.46463,1.43646,0.000218,0.000218,0.000218
92,932.046,0.66122,0.34707,1.0808,0.97336,0.94426,0.97538,0.69436,1.08162,0.46099,1.43365,0.0001982,0.0001982,0.0001982
93,942.06,0.66379,0.34127,1.08365,0.97094,0.95082,0.97439,0.6919,1.09761,0.47591,1.44131,0.0001784,0.0001784,0.0001784
94,952.044,0.65581,0.3344,1.08644,0.97659,0.95737,0.97287,0.69874,1.08214,0.46246,1.43777,0.0001586,0.0001586,0.0001586
95,961.956,0.64735,0.32852,1.07485,0.97118,0.95082,0.97755,0.701,1.05735,0.45871,1.40842,0.0001388,0.0001388,0.0001388
96,971.985,0.62621,0.32249,1.06055,0.97338,0.95893,0.98117,0.7026,1.0635,0.45529,1.41787,0.000119,0.000119,0.000119
97,981.975,0.63064,0.32481,1.06553,0.97604,0.95738,0.97969,0.70257,1.06677,0.45194,1.42061,9.92e-05,9.92e-05,9.92e-05
98,991.893,0.62633,0.32198,1.06281,0.9686,0.95738,0.97953,0.70141,1.06634,0.4556,1.42452,7.94e-05,7.94e-05,7.94e-05
99,1001.85,0.61189,0.3196,1.05229,0.95496,0.97333,0.98016,0.70165,1.06731,0.45093,1.42816,5.96e-05,5.96e-05,5.96e-05
100,1011.88,0.60823,0.31815,1.05072,0.97133,0.95738,0.98156,0.70661,1.06609,0.44877,1.43206,3.98e-05,3.98e-05,3.98e-05
